,순위,책이름,저자,줄거리
273,274,한여름 밤의 꿈,윌리엄 셰익스피어,"그리스 신화와 많은 부분 맞닿아 있는 셰익스피어의 『한여름 밤의 꿈』을 신화학자 이윤기가 새롭게 번역했다. '이윤기의 셰익스피어 압축 파일 풀기'라고 말할 수 있을 정도로 원작에 숨겨진 신화의 원형을 이윤기가 독특한 시각으로 풀어냈다. 가령 이 작품의 막을 여는 테세우스가 사실은 그리스 신화에 나오는 영웅 테세우스와 동일인물이며, 테세우스와 히폴뤼타를 등장시킨 것은 네 젊은이들의 사랑이 엎치락뒤치락할 것을 암시한다는 것. 이전 번역자들처럼 '테세우스'를 '디슈스', '시서어스'로 번역할 때는 짐작조차 불가능한 해석이다. 이러한 '신화적 셰익스피어 읽기'는 국내 어느 번역본에도 시도해 본적이 없다.『한여름 밤의 꿈』은 아직 사랑에 미숙한 젊은이들이 성숙한 사랑을 발견하는 과정에서 생기는 갖가지 에피소드를 즐겁.."
274,275,끝에서 두번째 여자친구,왕원화,"국내에 처음 소개되는 타이완 작가 왕원화의 장편소설. 서울과 다를 바 없는 대도시 타이베이에서 바쁘게 삶을 살아가는 젊은이들의 일상과 사랑, 우정을 그린 작품. 타이완 뿐 아니라 중국 대륙과 일본에서도 큰 반향을 불러 일으킨 작품으로, 지금 동시대를 살아가는 아시아 젊은이들의 감수성을 섬세하게 담아냈다.언제나 명랑 쾌활하고 열심히 일하는 사람이 욕실에서 양치질을 하다가 문득 외로움에 떨며 눈물을 흘리는 모습이나, 지나간 사랑을 떨치지 못하고 비 오는 운동장을 달리는 사람의 마음이나, 모임 장소에서 제각각 울리지 않는 휴대폰만 쳐다보는 사람들의 모습을 보여주면서, 화려해 보이지만 사실은 공허하고 외로운 도시 남녀의 내면을 정밀하게 드러낸다. 한편 밤낮을 바쁘게 달리고 있는 우리의 일상을 그려보이며 '과연 우리.."
275,276,한국한시와 당시의 비교,류성준,"한국의 (신라, 고려, 조선시대) 한시와 당시를 관련자료와 함께 제시하여 체계적으로 비교, 분석한 책. 저자는 현재 한국외국어대학교 동양학대학 학장을 맡고 있다."
276,277,소설의 제국,김욱동,"미국을 읽는 또 하나의 코드 소설로 읽는 아메리카의 초상!『소설의 제국』. 미국 소설을 통해 아메리카를 새롭게 조명해 본다. 미국 문학과 문화, 그 바탕을 이루고 있는 미국성을 일목요연하게 이해할 수 있도록 쉽고 친절하게 풀어간다. 미국을 대표하는 작가들과 그들의 작품에 대한 이해를 통해 미국의 다양한 모습을 꿰뚫을 수 있는 시각을 얻을 수 있다. 이 책에 소개되는 작품들은 〈주홍글자〉, 〈톰 소여의 모험〉, 〈허클베리 핀의 모험〉, 〈왕자와 거지〉, 〈이선 프롬〉, 〈여름〉, 〈위대한 개츠비〉, 〈호밀밭의 파수꾼〉 등 총 11편이다. 신비평 같은 전통적인 비평 방법을 통해 이들 작품을 들영보지만, 곳곳에 자크 데리다의 해체주의 이론을 비롯해 페미니즘 이론, 문확 이론, 또는 동성애 이론 등이 적용되어 있다.."
277,278,주역,심의용,"주역에서 찾은 실전 인생 지침을 전해주는 책. 많은 사람들이 주역을 점책으로 알고 있으며, 동양학을 공부한 사람들은 주역을 엄청나게 어려운 경전으로 기억한다. 실제로 주역은 점을 치기 위해 만들어졌고, 벽돌 같은 괘와 몇 글자 안 되는 괘사는 해독 불가능한 상징처럼 난해하기 때문이다. 대학에서 주역을 전공한 저자는 대표적인 의리역학자인 왕필, 정이천, 양만리의 생각을 빌려 주역을 점서가 아닌 '인생의 지혜가 담긴 경전'으로 읽어내고 있다. 주역의 64괘 가운데 한국인이라면 누구나 공감할 20개 괘를 골라 그 의미와 원리를 분명히 밝힘으로써 삶의 유용한 지침이 되도록 하였다. 또한 로미오와 줄리엣, 백이, 한신 등 소설과 역사 속의 인물들을 사례로 제시함으로써 풍부한 이해와 읽는 맛을 더했다."
278,279,구해줘,기욤 뮈소,"당신의 가슴을 행복으로 채워줄 감동의 사랑을 만난다! 출간 2주 만에 프랑스 베스트셀러 1위! 78주 연속 베스트셀러(현재 1위)! 영상세대를 이끄는 프랑스 소설의 신세대 기수 기욤 뮈소 대표작 『구해줘』 출간! 이 소설은 출간 즉시(2005년) 주목받기 시작해 현재에 이르는 장장 78주 동안 아마존 프랑스 베스트셀러 최상단(현재 1위)에 랭크돼 있을 만큼 신드롬에 가까운 열풍을 이끌어내고 있다. 프랑스 독자들이 그토록 이 소설에 열광하는 이유는 무엇인가? 그것은 아마도 기욤 뮈소라는 이 젊은 작가의 시도가 프랑스 소설이 노정해 온 매너리즘을 속 시원하게 벗어던지고 있기 때문일 것이다. 그간 프랑스 소설은 지극히 관념적이며 고급스러운 지적 유희에 매몰돼 있다는 평가에서 자유롭지 못했다. 문학성, 예술성, 실.."
279,280,존재의 세가지 거짓말 상,아고타 크리스토프,"알파벳 순서만이 다른 쌍둥이 형제 루카스(LUCAS)와 클라우스(CLAUS)의 처절한 운명과 엇갈림에 관한 이야기. 조직적이고 독창적인 문체로 쓰여진 작품으로, 『비밀 노트』『타인의 증거』『50년간의 고독』으로 연결되는 3부작 소설이다. 동유럽 작가 아고타 크리스토프는 '당혹스런 거짓말' 같은 이야기들을 잔인한 풍자 속에 담아낸다. 소설의 구조는 유럽 대륙에서 한 소도시로, 한 가족에로 시점이 좁혀져간다. 그러나 그 주제는 조금도 왜소화되지 않고, 절대적인 영원의 차원으로 깊이 파고들어간다. <상 권>"
280,281,로미오와 줄리엣,윌리엄 셰익스피어,"영원히 잊을 수 없는 감동: 셰익스피어의 『로미오와 줄리엣』예술작품에 등장하는 연인들은 무수히 많다. 파우스트와 그레트헨, 트리스탄과 이졸데, 단테와 베아트리체, 햄릿과 오필리어……. 이들은 모두 아름답고 슬픈 사랑 이야기의 주인공들이다. 하지만 일반인들에게 가장 널리 알려지고 오래 사랑받은 연인들이라면 뭐니 뭐니 해도 ‘로미오와 줄리엣’일 것이다. 사랑을 고백하는 장면을 한번 떠올려 보라. 많은 사람들이 테라스 난간에 기대어 있는 줄리엣과, 테라스 아래서 애원하듯 손을 올린 로미오의 모습을 떠올릴 것이다. 비극적인 사랑의 결말도 한번 떠올려 보라. 많은 사람들이 독약을 마시고 죽은 로미오와, 그를 발견하고는 칼로 자살한 줄리엣을 떠올릴 것이다. 이렇게 ‘로미오와 줄리엣’은 ‘비극적인 사랑’의 원형이자 상징.."
281,282,근대 공문서의 탄생,김건우,"1. 기획의도우리에게 근대란 무엇인가2008년 여름은 쇠고기 문제로 뜨거웠다. 그러나 그 쟁점이 하필이면 장관 고시를 두고 이루어졌다는 사실에 주목하는 사람은 거의 없었다. 국가 시책의 발효가 언제부터 장관 고시를 통해서 이루어졌을까? 근대에 대한 논의가 수 년 동안 인문학의 중심적인 화두였지만, 그간의 성과는 아직 우리의 근대를 재해석하기에 충분하지 않았던 것일까? 그렇다면우리는 무엇을 근거로 우리가 살고 있는 현재의 시스템을 돌이켜보아야 하는가? 근대 공문서 연구는 이러한 문제에 대한 학술적인 답변이라고 할 수 있다.현미경으로 들여다보는 한국사이 책에서는 83장의 근대문서를 집중 조명하였다. 그 중에는 고종 황제가 프랑스 대통령에게 보낸 친서도 있고, 쇠고기 논쟁의 중심에 있었던 관보, 호주제 폐지 논쟁.."
282,283,친화력,요한 볼프강 폰 괴테,"부유한 남작 에두아르트와 그의 부인 샤로테는 서로의 뜻과는 달리 각기 다른 사람과 결혼을 했다가 배우자들의 죽음으로 다시 만나 결혼한 부부다. 그러던 어느 날 에두아르트가 뚜렷한 일자리가 없이 지내고 있는 친구인 대위를 데려와 함께 기거하자고 제안한다. 그리고, 세상을 떠나 친구의 딸인 오틸리에를 가엾게 여기던 차에 그녀도 함께 살게 된다. 그 가운데 에두아르트와 오틸리에, 샤로테와 대위 사위에 애정이 싹트게 되고, 에두아르트는 급기야 샤로테와 이혼하고 오틸리에와 결혼할 결심을 굳히는데... 이들 네 사람 사이의 분리와 결합, 도는 과정이 화학적 현상인 친화력과의 유추 관계에서 서술되고 있는 괴테의 작품으로 19세기 초의 독자들에게 소재와 이야기 방식, 그리고 도덕성의 관점에 있어서 신선한 충격을 던져줬다."
283,284,발라시네,르 클레지오,"문학적인 서정으로 영화를 이야기하다!2007년 칸 영화제 60주년을 기념하여, 칸 영화제 조직위원장이자 세계영화계의 ‘황제’ 질 자콥이 프랑스의 대표 작가 르 클레지오에게 의뢰하여 탄생한 영화 에세이. 책의 제목인 ‘발라시네(BALLACINER)’는 BALLADER(산책하다, 노래하다)와 CINEMA(영화)를 합친 신조어로서, 저자는 ‘산책’과 ‘발라드(사랑의 노래 또는 시)’의 의미를 모두 포함하고 있다고 밝혔다. 영화에 대한 전문 비평가가 아닌 ‘아마추어’로서 영화를 좀더 주관적으로 거리를 두고 관조하고 있는 저자에게 이 책은 자신에게 많은 영향을 주었던 영화라는 매체에 바치는 사랑의 노래(또는 시)의 의미를 지니고 있다. 이 책은 자유로운 에세이 형식을 취하고 있다. 저자의 어린 시절 무성영화에 대한 .."
284,285,유레카 1,카를 요제프 두르벤,"어느 날, 열네 살과 열여섯 살의 사이좋은 두 자매 이리스와 엘레나. 어느 날 인터넷을 통해 정체를 알 수 없는 신비한 스승 '유레카'를 만나게 된다. 유레카는 두 자매 앞에 철학사의 위대한 인물들을 차례로 등장시키며 신화의 세계, 우주 창조의 비밀, 이론물리학 등 다양한 철학의 세계를 펼쳐보이는데…. 우주 태초의 '빅뱅'에서 사이보그, 서양의 탈레스에서 동양의 장자에 이르기까지, 철학과 문학, 자연과 문화의 역사를 아우르며 철학을 쉽고도 재미있게 풀어쓴 『유레카』제1권.☞ ［유레카］시리즈는 2006년 문화관광부 교양도서이자, 간행물윤리위원회 청소년추천도서로 선정되었다."
285,286,시와 리얼리즘 논쟁,윤여탁,리얼리티 시논쟁의 과정과 성과를 집대성한 책. 시의 형성화 방법이 지닌 특수성을 고려해 리얼리즘을 시에 어떻게 적용할 수 있을 것인가를 담은 오성호의 <시에 있어서의 리얼리즘 문제에 관한 시론>를 비롯해 28편의 글을 담았다.
286,287,굶기의 예술,폴 오스터,"<뉴욕 삼부작>으로 유명한 미국 작가의 산문집. 프란 츠 카프카, 샤무엘 베케트부터 로라 라이딩에 이르기 까지 20세기 문학에서 독창적인 이정표를 세웠던 작가들을 논하면서 그들의 문학을 태동시킨 강박감의 정체를 은밀하고도 명료하게 추적했다."
287,288,나의 아빠 닥터 푸르니에,장루이 푸르니에,"가난한 사람에게 무료로 친절하게 진료해주는 가하면 의사들끼리하는 대회에서 최우수상을 탄 의사 아빠, 여기까지만 보면 정말로 자랑스럽고 훌륭한 아빠이다. 하지만 아빠는 궁핍한 살림에도 돈버는 일에는 관심도 없고 실내화 바람으로 왕진을 가고, 차를 몰고 무밭 한가운데로 돌진하는 일이 다반사인 알코올 중독자이다. 심지어 이런 모순투성이 아빠가 열살짜리 소년의 눈에는 두 얼굴을 가진 지킬박사로 보였을 정도. 소년은 아기 예수님께 기도한다. 아빠가 더이상 술을 먹지 않게 해달라고. 또 엄마를 죽이지 말라고... 열 살짜리 소년의 눈을 통해 모순투성이 의사 아빠의 삶을 가슴 아프면서도 익살스런 그림과 함께 잔잔하게 그려냈다."
288,289,마의 산 하,토마스 만,"함부르크 태생의 청년 한스 카스토르프는 제1차 세계대전이 일어나기 전의 7년간을 스위스의 요양소에서 결핵 환자로 지내면서 러시아니 쇼샤 부인을 사랑하게 된다. 이성과 도덕에 의한 문명의 진보를 믿는 휴머니스트인 이탈리아인 세템브리니와 독재에 의해서 신의 나라를 실현하려는 유태인 나프타와의 논쟁이나 혈투에 입회하며 정신세계에 대해서 본능적, 감각적 삶의 세계를 대표하는 네덜란드인 페페르코른의 자살을 보게 되는 등 서양 이성, 계몽, 진보와 동양 도그마, 독재, 반동 중의 양자택일을 강요받는 그는 인생의 모든 대립을 극복하는 사랑과 선의의 휴머니즘을 예감하면서 제1차 세계대전에 참전한다.그 밖에 정신 세계에 대해서 여러 경험들을 카스토르프라는 인물을 통해 이 책에서 보여주자 하는 것은, 토마스 만이 죽음과 과거.."
289,290,마음,나쓰메 소세키,"일본인의 정신적 지주, 나쓰메 소세키 문학의 백미로 꼽히는 작품. 인간의 마음 즉 인간의 에고이즘과 죄의식의 작용을 치밀하게 묘파해 낸 문제작으로 부모로부터 버림받은 잉여적 존재로서의 작가 자신의 어린 시절의 기억으로 인한 생에 대한 불투명한 감각과 '관계'에 대한 갈망이 강렬히 서려있다. 자유와 에고를 획득한 대가로 맛보지 않으면 안 되는 현대인의 '고독'에 대한 치열한 문제의식에서 출발, 인간의 마음과 에고이즘을 가차없이 파헤치며 인간과 인간을 이어주는 마지막 끈을 찾으려는 사람들을 그리고 있다."
290,291,연인들,엘프리데 옐리네크,"2004년 노벨문학상 수상작. '피아니스트'라는 제목으로 영화화 되어 한국 독자들에게 낯설지 않은 <피아노 치는 여자>의 작가 엘프리데 옐리네크의 작품이다. 그녀의 작품은 결코 읽기 편한 글은 아니다. 이 작품도 특유의 독설적이고 작품 속의 이야기와는 적당한 거리를 두는 듯한 차가운 어조로, 사회 구조 속에서 여성이 차지하는 위치와 역할을 다루며 기성사회를 통렬히 비판한다.두 여자 주인공 파울라와 브리기테는 지극히 우매하다. 사회적 신분 상승의 수단인 남자를 낚으려고 발버둥치는 브리기테와 재단일을 배우며 '더 나은 것'을 위한 사랑을 꿈꾸는 파울라의 모습이 처음엔 대조적으로 비치지만, 파울라 역시 결국은 소유하고 보여 주기 위한 사랑을 꿈꾸는 것에 불과했음을 알게 된다. 서로 다른 방식으로 전개되.."
