,순위,책이름,저자,줄거리
194,195,그러나 나는 살아가리라,유용주,"MBC 느낌표 선정도서. ""가장 가벼운 짐"", ""크나큰 침묵""등의 시집을 낸 시인의 산문집. 그동안 각종 문예지, 소설집 발문 등으로 발표했던 생활사, 문단과 문학, 가족사, 시작 메모, 아포리즘 등 다양한 소재와 형식의 산문들을 모았다. 생활고와의 정직한 싸움 속에서 낳은, 치열하면서도 넉넉한 산문 속에는 자기 아픔 속에 파묻히지 않고 그 아픔으로 더 아픈 이웃을 감싸안으려는 따뜻한 사랑이 숨쉬고 있다."
195,196,0.1그램의 희망,"이상묵, 강인식","한국의 '스티븐 호킹' 이상묵 서울대 교수전신마비의 장애를 딛고 삶의 희망을 쏘아 올리다!<뉴욕 타임스>, <인터내셔널 헤럴드 트리뷴> 등 세계적 언론이 주목한 인간 승리의 드라마가 책으로 출간되었다. 『0.1그램의 희망』은 MIT 출신의 해양학 박사 '이상묵' 서울대 교수의 감동적인 인생 역정을 담은 이야기이다. 전신마비에 굴하지 않고 인간이 얼마만큼 강해질 수 있는지를 보여준 이상묵 교수의 긍정적인 삶의 모습을 담았다. 그는 교수로서, 학자로서, 장애인의 재활과 독립을 돕는 여러 사업에도 참여하면서 왕성한 활동을 하고 있다.  한국에서 불모지나 다름없었던 해양학에 대한 열정 하나로, 많은 업적을 쌓으며 연구에 몰두했던 세계적 과학자에게 일어난 비극적인 사고. 미국 캘리포니아 공과대학.."
196,197,페기 구겐하임,메리 V. 디어본,"20세기 위대한 예술가와 그의 작품 세계를 조망하는『현대 예술의 거장』시리즈 제11권. 20세기 현대 미술계의 전설적인 컬렉터인 페기 구겐하임의 생애를 다룬 전기이다. 대표적인 후원가이자 수집가였던 페기 구겐하임은 뉴욕 '구겐하임 미술관'의 창시자인 솔로몬 구겐하임의 조카딸로 20세기 서양미술의 산 역사라고 할 수 있다. 그녀는 재능 있는 신예 화가들을 발굴하고 후원하여 미국 미술계에 활력을 불어넣었다.이 책은 페기 구겐하임의 가족과 친구와의 인터뷰, 그리고 방대한 자료 조사를 통해 명문가에서 태어났으나 자신의 주어진 삶에 안주하지 않고 스스로 삶을 개척하며 미술의 중심 무대를 유럽에서 미국으로 옮겨 놓은 데 결정적인 역할을 했던 한 여인의 삶을 고스란히 전해준다. 예술가들과의 교류를 통해 예술을 배우고 그.."
197,198,하루키의 여행법,무라카미 하루키,"<상실의 시대>,<태엽 감는 새> 등을 펴낸 일본 인기작가가 귀중한 글쓰기 수업이 되는 여행기를 사진과 함께 수록한 책. 작가 배우들의 조용한 성지-이스트햄프턴을 비롯해 멕시코 대여행,우동 맛여행,노몬한의 철의 묘지,고베까지의 도보여행 등을 기록했다."
198,199,나는 희망의 증거가 되고 싶다,서진규,"절망하고 있는 사람들에게 희망의 증거가 되어주는 서진규의 자전적 에세이. <내 앞을 가로막은 벽, 그것이 내가 열어야 할 문이었다>, <나를 파악하고 나를 장악하는 것>, <꿈은, 이루어지기 전까지는, 꿈꾸는 사람을 가혹하게 다룬다> 등으로 삶의 가장 낮은 곳에서 지핀 꿈이 '희망의 증거'가 된 과정을 담고 있다.저자는 주어진 현실에 안주하지 않고 꿈을 이루기 위해 도전해 어머니로서, 군인으로서, 학자로서 '희망의 증거'가 되었다. 이 책은 저자의 삶을 통해 당장은 길이 보이지 않지만, 꿈과 용기를 가지고 도전하다 보면 길이 나타난다는 것을 보여주고 있다. 또한 자신의 꿈을 막고 있는 벽에 도전하려는 젊은이에게 삶의 좌표를 제시한다. 1948년 어촌에서 태어난 저자는 고등학교.."
199,200,그 섬에 내가 있었네,김영갑,"김영갑의 2주기를 추모하며…….루게릭병으로 6년간 투병생활을 하다가 2005년 세상을 떠난 사진작가 김영갑의 포토에세이집, 『그 섬에 내가 있었네』. 1985년 사진 작업을 하던 제주도에 매혹되어 그곳에 정착했다. 어느날부터 사진을 찍을 때면 셔터를 눌러야 할 손이 떨리기 시작했다. 루게릭병이라는 진단을 받았다. 병원에서는 3년을 넘기기 어렵다고 말했다. 하지만 절망하지 않고 2002년 폐교를 고쳐 갤러리 '두모악'을 열었다. 그리고 투병생활을 한지 6년만인 2005년, 병원이 말한 3년의 두 배를 살고 세상을 떠났다. 뼈는 갤러리 '두모악'에 뿌려졌다. 그래서 지금, 저자는 자신이 사랑한 제주도에 영원히 머물게 되었다.이 책은 저자가 투병생활 5년째인 2004년에 출간한 <그 섬에 내가 있었네>.."
200,201,빌 클린턴의 마이 라이프 2,빌 클린턴,"미국 전 대통령이었던 빌 클린턴의 자서전 두번째 책. 유복자로 태어나 계부하에서 자랐던 어린시절로부터 인턴 보좌관으로 일했던 대학시절, 힐러리와의 연애와 결혼, 대통령 당선까지를 1권에서 다루고 있고, 2권에는 정권인수와 취임초기의 일들, 중동평화협상, 남북한문제, 공화당의 비판과 견제에 대한 이야기와 재선에 성공하기까지의 과정, 루윈스키 사건 등, 정치적·개인적 곡절과 대통령 임기동안의 국내외 정세에 대해 어떻게 생각하고 대응했는가에 대해 담았다."
201,202,플래닛 워커,존 프란시스,"007년 노틸러스 북 어워드 GRAND WINNER 수상작!한번에 한 걸음씩 세상을 바꿔 나가는 아름다운 여정기. 1971년 1월 16일, 샌프란시스코 만에서 일어난 기름유출사고는 '존 프란시스'에게 일생일대의 변화를 가져왔다. 기름유출 사고에서 오염된 환경을 다시 살리기 위해 노력했지만, 이를 계기로 주어진 것을 누리기만 하는 삶에 대해 의문을 품게 되고 지구에 대한 책임있는 행동을 시작하기로 결심한다.그 행동의 첫 시작으로, 그는 더 이상 자동차를 타지 않고 걸어다니기 시작한다. 그리고 몇달 뒤 존 프란시스는 침묵을 맹세하게 되고 이후 17년 동안 말을 하지 많았다. 『아름다운 지구인 플래닛 워커』는 22년 간의 도보여행과 17년 간의 침묵여행을 통해 자연의 본연의 모습을 재발견한 사람의 이야기이다. 태.."
202,203,제국으로 가는 긴 여정,박한제,"삼국에서 초당까지 각기 다른 주제의 글 25편을 엮어 낸 3권의 책 중 제3권(북조ㆍ수ㆍ초당 시대). 저자가 직접 현장답사를 한 여행기와 중국의 시대사의 조합하여 써낸 글로, 특히 그동안 많이 다뤄지지 않고, 특징없는 과도기로만 평가되던 위진남북조 시기에 많은 부분을 할애하였다. 위진남북조 시기는 단지 혼란과 불안정의 시대가 아니라 '대당제국'을 만들어내기위한 시기였고, 중국 문화 및 중국 민족의 형성과 발전에 기여를 한 시기였기 때문에 중요하다. ♧저자소개지은이 박한제1946년 경남 진주에서 출생하여, 서울대학교 동양사학과를 졸업하고 같은 대학원에서 석사 및 박사학위를 받았다. 1990년부터 2년간 일본학술진흥회 초청으로 오차노미즈 여대에서, 그리고 대만 교육부 초청으로 한학연구중심에서 연구했다. 1996.."
203,204,세 잔의 차,"그레그 모텐슨, 데이비드 올리버 렐린","히말라야 산골마을 사람들과 차 세 잔을 마시고 가족이 되어 78개의 학교를 세운 한 등반가의 이야기를 담은 책. 히말라야 산간마을 사람들과의 작은 인연으로 시작된 기적과도 같은 학교 짓기 여정을 기록한 것으로, 타임지가 선정한 올해의 아시아 책, 2007년 키리야마상 등의 영예를 안았으며, 29개 언어로 번역·출판되었다.여동생의 죽음을 기리기 위해 세계에서 두 번째로 높은 K2 등정에 오른 그레그 모텐슨은 조난을 당한다. 생사의 기로에 서 있을 때 히말라야 발치의 작은 마을 코르페 사람들이 그를 구조한다. 한 달 넘게 그곳 사람들의 친절과 보살핌 속에서 건강을 회복한 모텐슨은 마을사람들에게 한 가지 소원을 들어주겠다고 말한다. 그러자 마을사람들은 자신들이 바라는 것은 자신들의 아이들이 학교에 다니는 것이라고.."
204,205,"자거라, 네 슬픔아",신경숙,"사진 한 장 속에 숨겨진 긴 이야기!세세한 문체로 감성적 작품을 발표해온 소설가 신경숙과 한국현대사진의 새로운 장르를 개척해온 사진작가 구본창의 사진이 만난 포토 에세이 『자거라, 네 슬픔아』. 2003년 5월부터 7월까지 [문화일보]에 연재한 글을 다듬어 수록하고 있다. 아울러 연재되지 않은 글도 담아냈다. 이 책은 신경숙이 구본창의 사진을 보며 자신의 아련하고 소소한 추억을 고백하는 형식으로 구성되어 있다. 비현실적인 아름다움을 지닌 연꽃을 든 손을 찍은 사진을 보고는, 아름다움을 멀리하는 것처럼 보여왔던 어머니의 마지막 가는 길을 향한 순박한 화려함을 기억해내는 등 신경숙의 추억은 구본창의 사진 속에서 생생하게 묘사되어진다. 이처럼 누군가 자다가 일어나 흐트러진 이불, 기차 안에서 바라본 기찻길, 비밀.."
205,206,영웅시대의 빛과 그늘,박한제,"삼국에서 초당까지 각기 다른 주제의 글 25편을 엮어 낸 3권의 책 중 제1권(삼국ㆍ오호십육국 시대). 저자가 직접 현장답사를 한 여행기와 중국의 시대사의 조합하여 써낸 글로, 특히 그동안 많이 다뤄지지 않고, 특징없는 과도기로만 평가되던 위진남북조 시기에 많은 부분을 할애하였다. 위진남북조 시기는 단지 혼란과 불안정의 시대가 아니라 '대당제국'을 만들어내기위한 시기였고, 중국 문화 및 중국 민족의 형성과 발전에 기여를 한 시기였기 때문에 중요하다. ♧저자소개지은이 박한제1946년 경남 진주에서 출생하여, 서울대학교 동양사학과를 졸업하고 같은 대학원에서 석사 및 박사학위를 받았다. 1990년부터 2년간 일본학술진흥회 초청으로 오차노미즈 여대에서, 그리고 대만 교육부 초청으로 한학연구중심에서 연구했다. 199.."
206,207,곽재구의 포구기행,곽재구,"느낌표 선정 도서! <사평역에서>, <아기참새 찌꾸>의 시인 곽재구가 우리나라 곳곳에 숨은 작은 포구들을 찾아 떠난 여행을 기행 산문으로 정리했다. 화진, 지세포, 어청도, 삼천포, 사계포, 조천, 장항 등 불빛이 깜박이는 작은 포구 마을들로의 여행을 통해 우리들이 잃어버리고 사는 지난 시간들의 꿈과 그 불빛들에 대해 이야기하고 있다. 생생한 포구 풍경 사진과 시인이 찾아낸 우리 이웃들의 진솔한 삶의 이야기 속에서 어느덧 저물녘 바닷가 작은 마을, 갯벌 위를 걷는 듯한 기분을 느낄 수 있다."
207,208,회남자,"김성환, 유안","E시대를 위한 새로운 고전 읽기고전을 쉽고 흥미진진하게 풀어쓴『E시대의 절대사상』시리즈. 읽기 어려운 고전을 당대 최고 학자들의 통찰력으로 쉽게 풀어낸 고전 총서이다. 고전에 가장 정통하면서도 오랜 연구업적을 쌓은 학자들이 자신의 학문적 경험을 응축시켜 새로운 고전에의 길을 열어준다. 고전이 탄생할 수 있었던 시대적 배경, 작가의 삶, 고전에 담긴 사상을 살펴본다. 제27권에서는 중국 전형의 '중화주의'가 완성된 한나라 무제 시기에 회남왕 유안이 편찬한 <회남자>를 소개한다. 한무제의 강력한 권력 아래 땅과 정신이 하나로 통일되던 시기에 태어난 <회남자>는 다양한 목소리가 약동하는 세상을 꿈꾼 사람들의 소망이 담겨 있다. 다양성을 억압하는 집단의식이 아니라, 다양한 목소리들의 작용 속에.."
208,209,풍경 뒤의 풍경,최하림,<조선일보 신춘문예>로 등단한 최하림의 여섯번째 시집. 주위를 가득 메우고 있는 풍경들의 참 모습과 시간의 변화를 통해 흘러가는 풍경의 깊이를 절제된 표현으로 담아낸 50여 편의 시를 수록했다. <언제나 흐르는 것이 아니다 바람의 날개에는 솜털 같은 은유들이 실려 있고 은유들은 희망도 없이 부서져내린다 들판은 멀고 멀다 개울로 흘러가는 물들은 병들었다 수세기를 두고 오염된 세상은 이제 종달이 하나 떠올릴 힘이 없다> - 포플러들아 포플러들아 중에서
209,210,오체 불만족,오토다케 히로타다,"초등학교 교과서에 실릴 정도로 많은 관심과 사랑을 받은 책 ""오체 불만족""의 완전판. ""오체 불만족"" 발간 이후 사회인으로서 오토다케의 심경의 변화를 담은 4부를 덧붙였다. '선천성 사지절단'이라는 상상하기 힘든 장애에도 불구하고 ""장애는 불편하지만 불행하지 않다""고 말하는 용기와 낙천적 성격으로 독자로 하여금 그 따스함과 희망을 가슴에 품을 수 있도록 해준다."
