,순위,책이름,저자,줄거리
406,407,슈퍼 자본주의,로버트 라이시,"슈퍼자본주의의 무자비한 풍요를 깊숙이 해부하고 현실적인 해법 제안!냉전시대 군비경쟁이 낳은 신기술, 통신과 운송 기술이 불을 당긴 세계화, 경쟁적이고 전지구적이고 혁신적이 된 기업들, 좀 더 싼 상품과 더 높은 투자수익을 열망하는 소비자와 투자자에 맞춰 더 강력해진 자본주의, 슈퍼자본주의가 이끄는 전 세계적 번영… 이 번영을 위해 우리 시민공동체가 치르는 희생은 혹독하다.이 책은 슈퍼자본주의의 무자비한 풍요를 통렬하게 해부하고 현실적인 해법을 제시한다. 신기술, 세계화, 탈규제화가 몰고온 자본주의의 승리로 인한 자유시장이 과연 자유로운 사회를 보장하는가를 살펴본다. 먼저 시민에서 소비자·투자자로의 권력 이동을 소개하며, 소비자와 투자자로서 얻는 이익이 시민으로서 치른 대가에 값 할 만한 것인지를 분석한다.그.."
407,408,지식 e 3,EBS 지식채널 e,"15만 독자들이 가슴으로 읽은 책!!!21세기 한국인을 위한 쉽고 재미있는 지식사전 <지식 ?> 시리즈. 2005년 9월, EBS에서는 'E'를 키워드로 한 자연, 과학, 사회, 인물 등 여러 분야의 다양한 지식을 다룬「지식채널 ?」를 방영하였다. 일주일에 세 편씩 5분 동안 방송되는 강렬한 메시지와 영상은 시청자들에게 당대의 시사쟁점을 제시하고, 그에 대해 생각할 시간을 제공하였다. 이 책에는 이러한「지식채널 ?」의 영상과 메시지를 담았다. '있는 그대로' 꾸미지 않고 보여주는 그 자체의 메시지를 통해 한국인이 알고 있어야 할 지식을 쉽고 설득력 있게 제시한다. 사회적 현상 속에 숨겨져 있는 본질을 드러내며 뜨거운 감동을 선사하고, 이를 논리적으로 정리함으로써 합리적 이성과 감성의 만남을 시도하.."
408,409,간명한 중국철학사,펑유란,"중국철학연구를 위한 입문서. 공자에서부터 현대에 이르기까지 중국사상의 전모를 체계적으로 설명하고 있다. 저자가 자신이 쓴『중국철학사』를 바탕으로 요약한 것으로, 16장까지는 대체로 상권에 해당하고 나머지 장은 하권에 해당한다.『중국철학사』를 출간한 경험을 거친 연후에야 도달할 수 있는 경지에서 내린 결론과 강조점이 많이 포괄되어 있어 통상적인 축소판과는 구별된다."
409,410,어린이와 어린이 미술,"앨 허위츠, 마이클 데이","어린이 미술교육의 이론과 실제를 살펴보는 <어린이와 어린이 미술>. 어린이 미술교육의 이론과 실기 영역 전체를 포괄적이고 자세하게 다룬다. 미술교육의 이론에 관한 부분뿐만 아니라 각 실기 영역의 실제적인 지도 방법, 어린이 미술의 발달 과정, 미술비평, 미술사, 미학 등의 지도 방안, 미술교육의 평가 등 미술교육을 배우고 가르치는 사람들이 꼭 알아야 하는 것들을 설명하고 있다. 또한 최근의 미술교육 이론들을 다루고 비디오, 컴퓨터, 인터넷 등 미디어 매체를 활용한 미술교육을 살펴보는 등 현대 사회의 변화를 반영하였다."
410,411,사라진 신들과의 교신을 위하여,정재서,"동아시아 신화의 깊은 사유와 상징의 세계를 만나다정재서 교수의 동아시아 신화 비평서 <사라진 신들과의 교신을 위하여>. 봇물처럼 쏟아지는 서양 신화 관련 텍스트 속에서 한동안 잊혀졌던 동아시아 신화의 매혹적인 세계로 초대하는 책이다. 신화학자이자 중국문학 전문가인 저자가 연구한 동아시아 신화의 모티프들을 통해 우리 문화를 새롭게 조망하는 즐거움을 선사한다.이 책은 과거에서부터 현재에 이르기까지 동아시아 신화가 어떻게 변용되어왔는지를 살펴보며, 동아시아 신화의 풍부한 상징성과 무한한 상상력을 이야기한다. 동아시아에서 살아가는 우리의 정신세계가 어디에서 비롯된 것인지를 탐구하고, 동아시아 문화 텍스트에 깃든 원형적 이미지들이 현대의 문화 생산 현장에서 발휘할 힘을 가늠해보고 있다.저자는 동아시아 신화.."
411,412,고전 산문 산책,안대회,"풍자, 해학… 名文서 만나는 조선의 여유!조선 후기의 천재 작가 23명의 산문 160여 편『고전 산문 산책 | 조선의 문장을 만나다』. 조선시대 후기, 그 중에서도 주로 18~19세기 고전산문을 소개한다. 이 시대에 활동했던 천재 작가 23명을 소개하고 그들이 쓴 160여 편의 산문을 뽑아 우리말로 옮겼다. 고전 산문의 내용과 미학의 의미를 밝혀 개성과 감수성이 약동하는 조선 문장의 멋을 느낄 수 있다.조선 후기는 헤아릴 수 없을 만큼 많은 작가가 많은 산문을 창작한 시기이다. 하지만 특정한 작가의 특정한 작품을 제외하고는 우리에게 알려진 작품들은 거의 없다. 17세기 초반의 허균, 18세기에 활동한 이용휴, 심익운, 박지원, 박제가, 남공철 등, 19세기의 김려, 남종현, 조희룡 등 23명의 작가들의 작품.."
412,413,수사학의 역사,"호세 안토니오 에르난데스 게레로, 마리아 델 카르멘 가르시아 테헤라","이 책은 일반 독자층을 대상으로 한 책으로, 전문적인 내용을 비전공인 일반 독자들도 쉽게 이해할 수 있도록 풀어쓴 교양 도서이다."
413,414,말들의 풍경,고종석,"아름다운 한국어의 다채로운 풍경을 산책하다<말들의 풍경>은 말들이 그려낸 한국어의 다채로운 풍경을 살펴보는 책이다. 저자가 '한국일보'에 2006년 3월부터 2007년 2월까지 한 해 동안 연재했던「말들의 풍경」텍스트를 정리한 것으로, 앞서 출간된『감염된 언어』나『모국어의 속살』등의 연장선에 있으면서도 그보다 확장된 한국어의 스펙트럼을 보여준다. 언어를 언어학의 틀로 보는 관점과 사회적ㆍ심리적 또는 정치적 틀로 보는 관점이 뒤섞여 있다.이 책은 체계적인 언어학 교과서가 아니라 언어에 대한 에세이다. 말에 관한 말들 중에서 한국어에 특히 초점을 맞추고, 문학을 포함한 말들의 구체적인 전경과 이를 둘러싼 말들의 다채로운 배경을 아우르고 있다. 한국어가 세상에서 가장 아름다운 언어라고 말하는 저자는 지.."
414,415,꿈을 살다,"박용준, 인디고 유스 북페어 프로젝트 팀","희망을 찾아 떠난 이 땅의 젊은 이상가들인디고의 아이들이 찾아낸 세계적인 창조적 실천가들의 만남을 담은『꿈을 살다』. 청소년을 위한 인문학 서점 인디고 서원의 청소년들이 직접 찾아낸 전 세계 6대륙 6개국의 작가를 찾아 떠난 여정과 그 결과물을 사진과 함께 묶었다. '인간'이라는 주제아래 문학, 역사와 사회, 철학, 교육, 예술, 생태와 환경으로 나눠 가난과 폭력, 전쟁으로부터 벗어나 새로운 희망의 씨앗을 뿌리고 있는 시대를 대표할 수 있는 작가, 사회 운동가, 예술가 등을 발굴하는 과정을 수록했다. 《꿈을 살다》에서는 인간의 가치 회복을 웅변했던 하버드대학의 브라이언 파머 교수와 함께 남아공의 가난한 학생들을 위해 과학 교과서를 무료 제작 배포하는 마크 호너, 새로운 희망을 찾아 세계 일주를 한 마튜 르 .."
415,416,무경계,켄 윌버,"[무경계]는 켄 윌버가 23세에 쓴 방대한 데뷔작『의식의 스펙트럼』좀더 대중적으로 풀어낸 책이다. 정신분석에서 선(禪)에 이르기까지, 실존주의에서 탄트라에 이르기까지 동ㆍ서양의 여러 심리학과 치료법을 안내하는 단순하면서도 포괄적인 지침서이다.이 책은 독자 스스로 특정한 치료법의 성질과 수행을 이해하는 데 도움이 되는 구체적인 훈련법을 소개하고 있다. 저자는 다양한 이론과 설명을 곁들이면서 인간의 의식을 쉽게 파악할 수 있도록 도와주는 하나의 지도를 제공한다. 경계를 없앰으로써 인간의 능력을 확대해 나갈 수 있다고 강조하며, 그 구체적인 실천방법을 알려준다."
416,417,도교와 문학 그리고 상상력,정재서,"도교를 이해, 체득하는 방식으로 저자는 문학을 통한 접근을 이용하고 있다. 도교는 장생불사 곧 죽음의 현세적 극복에 대해 끊임없이 이야기한다. 그런데 장생불사란 현실적 차원에서 허구로 여겨질 수 밖에 없으며 그것을 끊임없이 이야기하는 도교는 허구의 예술, 곧 문학과 근원적인 상관관계가 있다. 따라서 도교는 문학을 통해서 그 본질을 드러내고, 문학 역시 도교를 통해 그 원리를 잘 예시한다. 저자가 도교학의 필요성을 절감하고 낸 두번째 저서로 도교와 문학 간의 관련성을 세부적이면서 다양한 주제로 탐구하고 있다."
417,418,송명유학사상사,구스모토 마사쓰구,"리학과 심학을 통해 중국사상사의 거대한 흐름을 읽어내는 책. 송대와 명대의 시대정신인 주자학과 양명학의 사상사를 살펴본다. 중국 유학에서 큰 부분을 차지하는 송대와 명대의 유학사상에 대해 설명하고 있지만, 저자는 그저 두 학문을 서술만 하는 것이 아니라 두 학문이 추구한 본질을 역사적으로 서술하고 있다.이 책은 주자학과 양명학의 특질을 포착함으로써 저절로 드러나는 둘 사이의 갈등을 분명히 대비하여 전체적인 이해에 도달할 수 있도록 도와준다. 또한 왜곡에 빠지지 않기 위해 두 학문에 대한 비평이 아닌, 가능한 한 원전에 충실하게 설명하고 있다."
418,419,옛사람들의 눈물,전송열,만시란 무엇인가옛사람들이 죽은 자를 애도하며 지은 눈물로 쓴 시 '만시'에 대한 내용을 설명한 책. 한국한문학을 전공으로 한 저자가「창조문예」에서 연재했던 글과 거기에 다른 만시들을 덧붙여 소개한다. 지난 20년간 조선시대 시문학을 전공해 온 저자가 문학적으로 뛰어난 명편만을 골라 엮고 그 역사적 유래와 미학적 특징을 분석했다. 죽음 앞에서 감정을 꾸밀 새가 없었던 이들의 속내가 드러나 있지만 직설적인 화법으로 슬픔을 다루지만은 않은 당시 조선 한문학의 유려한 미학적 순간들을 발견한다. 이 책에는 산문이 드러낼 수 없는 시의 묘미와 함께 죽음을 돌아보고 삶을 기억하고자하는 의미를 담았다. 또한 저자는 글자 하나에 인생을 담은 시어들을 맛깔스럽게 풀어내고 시를 해설해 죽은 이와 남겨진 이의 관계과 그 시대 현..
419,420,다시 읽는 한국 시인,유종호,"이 책은 20세기 전반에 비범한 시적 성취를 보여준 임화, 오장환, 이용악, 백석 네 시인들의 시세계 전반을 검토하고 가급적 대표작들을 꼼꼼히 읽어보려는 시도이다. 이들은 해방 전에 시인으로서 일가를 이루었고 이후에도 꾸준히 작품을 보여주었으나 정치적인 이유로 우리 쪽에선 오랫동안 금지의 대상으로 남아있었다. 금기로 말미암아 이들은 일부에선 과대평가되고 일부에선 평가절하된다는 혐의도 없지 않아 있다. 이들이 남긴 시편은 결코 풍부하다 할 수 없는 20세기 우리 문학사의 소중한 유산의 일부이다. 그러한 관점에서 정치적 행보나 개인사와 연관된 선입관을 배제하고 작품 위주로 이들의 시적 성취를 음미했다."
420,421,교수 학습 이론의 이해,"권낙원, 김동엽","교수-학습 이론의 이해를 도와주는 교재. 저자들이 그동안 수집한 자료와 강의 경험을 바탕으로 교수-학습 이론의 이해를 위해 필요한 주제와 내용요소들을 선정해 구성하였다. 교수-학습 이론 분야에서 대표성이 있는 것들을 중심으로 살펴보고 있다. 1부에서는 학습이론, 2부에서는 교수이론, 3부에서는 구성주의 교수이론을 다루었다."
421,422,현대소설의 서사주제학,이재선,"모티프와 테마를 중심으로 ‘서사주제학’적 입장에서 한국 현대소설을 비평한 이재선(서강대 명예교수)의 본격 문학 연구 이론서. 이 책은 개별 작품 혹은 시대적 경향 위주의 비평 일색인 작금의 평단에 문학 비평의 본령이란 어떤 것인지를 보여주는 본격 연구서라 할 만하다. 이와 관련해 이재선 교수는 “현 단계 한국 현대소설의 비평과 연구가 단순하고 가벼운 해설이나 작품 외현에 대한 과도한 편향성, 자기다운 사고의 자취가 담기지 않은 타자 지향의 대입비평과 같은 것으로 자족적인 존재론에 빠져들어서는 결코 안 되기 때문”이라고 이 책의 집필 동기를 밝혔다.이 책은 크게 ‘질병’이 한국 현대소설에 어떻게 현현하는가를 다룬 ‘제1부: 현대소설과 질병의 주제학’과 모티프별 테마를 탐색하고 있는 ‘제2.."
